792,325,17,13,0.818312,10,-1,-1
713,266,7,11,0.802376,10,-1,-1
646,701,18,35,0.685779,10,-1,-1
695,196,6,12,0.375044,2,-1,-1
648,704,15,26,0.433020,2,-1,-1
763,275,10,13,0.164608,10,-1,-1
806,368,9,17,0.172280,1,-1,-1
697,196,6,11,0.153870,2,-1,-1
792,277,11,11,0.121623,10,-1,-1
787,293,20,13,0.104728,10,-1,-1
690,60,5,9,0.433542,6,-1,-1
859,806,67,51,0.531682,8,-1,-1
861,811,62,45,0.556002,7,-1,-1
725,476,21,40,0.145259,8,-1,-1
724,477,19,39,0.611310,6,-1,-1
755,197,19,12,0.498218,4,-1,-1
706,168,15,21,0.879172,6,-1,-1
764,318,20,30,0.493527,6,-1,-1
764,321,20,26,0.363857,5,-1,-1
455,208,17,16,0.230846,4,-1,-1
766,245,26,13,0.772135,5,-1,-1
423,238,23,16,0.637707,5,-1,-1
765,247,34,14,0.368435,4,-1,-1
524,154,14,12,0.291278,5,-1,-1
721,141,10,12,0.324156,4,-1,-1
594,94,9,7,0.658407,4,-1,-1
795,547,79,41,0.125510,5,-1,-1
741,209,25,13,0.808070,4,-1,-1
522,163,14,11,0.532504,4,-1,-1
767,253,33,12,0.833555,4,-1,-1
659,479,27,39,0.989834,4,-1,-1
802,528,68,27,0.979194,4,-1,-1
796,557,75,31,0.974548,4,-1,-1
788,467,67,26,0.970210,4,-1,-1
859,950,136,90,0.957672,4,-1,-1
427,252,21,18,0.953631,4,-1,-1
755,225,32,13,0.902350,4,-1,-1
461,220,16,14,0.863653,4,-1,-1
690,120,8,8,0.842135,4,-1,-1
793,445,42,23,0.659645,4,-1,-1
631,73,7,6,0.606278,4,-1,-1
701,72,5,8,0.574488,4,-1,-1
690,84,7,8,0.375763,4,-1,-1
513,166,13,11,0.311852,4,-1,-1
519,170,15,11,0.306154,4,-1,-1
733,110,10,8,0.290335,4,-1,-1
547,137,13,10,0.264987,4,-1,-1
723,155,10,11,0.241561,4,-1,-1
730,200,21,14,0.233859,4,-1,-1
639,70,7,7,0.230516,4,-1,-1
692,91,7,8,0.211936,4,-1,-1
455,217,17,14,0.192177,4,-1,-1
588,97,9,8,0.174903,4,-1,-1
584,104,9,7,0.149866,4,-1,-1
703,59,5,7,0.147145,4,-1,-1
523,142,11,9,0.122403,4,-1,-1
451,235,14,14,0.108847,4,-1,-1
713,262,6,9,0.217914,2,-1,-1
668,393,8,16,0.763380,1,-1,-1
1002,834,13,23,0.224071,1,-1,-1
702,109,6,8,0.135787,0,-1,-1
