1451,460,83,45,0.985533,10,-1,-1
542,932,87,90,0.979684,10,-1,-1
787,322,37,45,0.949889,10,-1,-1
1406,343,37,42,0.944714,10,-1,-1
965,328,35,47,0.940507,10,-1,-1
1585,431,67,37,0.925719,10,-1,-1
1617,984,65,88,0.898678,10,-1,-1
1042,249,32,41,0.886049,10,-1,-1
1733,562,57,62,0.882127,10,-1,-1
1583,605,73,49,0.866667,10,-1,-1
1342,227,37,33,0.837630,10,-1,-1
824,284,35,37,0.808604,10,-1,-1
867,503,38,55,0.759346,10,-1,-1
910,223,21,36,0.744337,10,-1,-1
1251,221,31,41,0.687805,10,-1,-1
99,638,89,83,0.684241,10,-1,-1
329,343,57,45,0.643917,10,-1,-1
868,235,26,47,0.613708,10,-1,-1
886,269,28,45,0.571934,10,-1,-1
965,323,32,44,0.108382,2,-1,-1
1877,256,33,42,0.474838,10,-1,-1
656,864,57,93,0.441406,10,-1,-1
0,352,14,37,0.420898,10,-1,-1
950,285,36,38,0.420025,10,-1,-1
890,226,22,35,0.416551,10,-1,-1
1734,552,60,75,0.183095,7,-1,-1
434,208,34,41,0.343452,10,-1,-1
6,428,60,46,0.293305,10,-1,-1
464,1033,76,44,0.292507,10,-1,-1
784,1022,39,55,0.287592,10,-1,-1
1432,242,53,37,0.383969,3,-1,-1
889,275,22,34,0.160906,2,-1,-1
1205,243,39,34,0.231174,10,-1,-1
1398,393,71,47,0.227611,10,-1,-1
1881,260,23,31,0.192260,2,-1,-1
928,195,17,38,0.289549,1,-1,-1
920,204,26,44,0.203085,10,-1,-1
944,191,15,41,0.552619,1,-1,-1
1433,229,49,35,0.185189,10,-1,-1
1474,336,73,45,0.796911,7,-1,-1
1606,399,55,41,0.177779,10,-1,-1
1570,597,97,62,0.187485,7,-1,-1
1019,210,28,41,0.151759,10,-1,-1
68,218,28,41,0.145266,10,-1,-1
100,213,18,39,0.136516,10,-1,-1
329,333,59,54,0.180734,7,-1,-1
862,505,48,53,0.102124,2,-1,-1
1850,217,25,30,0.122082,10,-1,-1
1605,416,53,38,0.121578,10,-1,-1
1883,215,24,31,0.108242,10,-1,-1
873,226,21,35,0.106967,10,-1,-1
98,422,73,48,0.181091,7,-1,-1
888,260,24,30,0.105646,10,-1,-1
717,294,64,83,0.919089,8,-1,-1
886,654,58,123,0.862668,8,-1,-1
659,303,62,78,0.782101,8,-1,-1
800,738,89,160,0.760390,8,-1,-1
662,302,55,78,0.349888,7,-1,-1
980,218,56,81,0.686946,8,-1,-1
160,665,164,107,0.657974,8,-1,-1
831,317,66,70,0.630552,8,-1,-1
825,317,68,68,0.254601,7,-1,-1
442,292,59,87,0.598423,8,-1,-1
721,300,65,74,0.138661,7,-1,-1
1616,240,71,67,0.572930,8,-1,-1
1533,340,111,71,0.568587,8,-1,-1
29,282,159,82,0.514797,8,-1,-1
26,284,120,78,0.117990,7,-1,-1
342,306,73,66,0.425440,8,-1,-1
1016,325,87,66,0.420531,8,-1,-1
111,764,193,100,0.396072,8,-1,-1
187,838,213,122,0.390762,8,-1,-1
1567,634,163,140,0.371683,8,-1,-1
325,304,96,71,0.131498,7,-1,-1
1575,650,147,121,0.625175,7,-1,-1
938,235,50,52,0.628685,7,-1,-1
980,225,57,70,0.440800,5,-1,-1
596,609,132,98,0.486596,7,-1,-1
470,304,123,65,0.144196,8,-1,-1
475,487,103,73,0.123799,8,-1,-1
503,310,93,55,0.881895,7,-1,-1
1396,392,94,54,0.844382,7,-1,-1
1741,638,127,80,0.805604,7,-1,-1
599,308,40,69,0.766157,7,-1,-1
1259,332,79,50,0.756597,7,-1,-1
1014,336,93,58,0.673026,7,-1,-1
1766,522,142,84,0.661394,7,-1,-1
292,301,64,47,0.455959,7,-1,-1
902,285,61,73,0.453432,7,-1,-1
1811,756,99,86,0.404567,7,-1,-1
1,456,98,88,0.351421,7,-1,-1
32,218,50,39,0.155423,7,-1,-1
863,950,80,126,0.149778,7,-1,-1
536,328,56,51,0.140003,7,-1,-1
791,239,59,37,0.137976,7,-1,-1
1,468,98,86,0.578375,4,-1,-1
27,219,33,36,0.268949,3,-1,-1
1233,493,244,103,0.389540,6,-1,-1
619,471,210,92,0.645888,4,-1,-1
169,304,138,81,0.931690,5,-1,-1
257,516,205,104,0.764294,5,-1,-1
164,468,165,90,0.526882,5,-1,-1
257,522,202,100,0.462718,4,-1,-1
1225,641,274,103,0.986462,4,-1,-1
980,552,129,132,0.958096,4,-1,-1
1676,337,171,74,0.949317,4,-1,-1
192,208,105,73,0.938452,4,-1,-1
1509,540,208,73,0.843406,4,-1,-1
1235,501,230,92,0.797818,4,-1,-1
1059,468,156,81,0.667996,4,-1,-1
1437,255,53,41,0.915470,3,-1,-1
59,218,34,40,0.441808,3,-1,-1
1650,228,39,24,0.140039,3,-1,-1
30,214,54,37,0.108443,3,-1,-1
294,244,26,27,0.101380,3,-1,-1
469,969,61,50,0.100312,3,-1,-1
1480,442,31,59,0.937554,2,-1,-1
870,499,33,42,0.689536,2,-1,-1
1604,596,31,55,0.680817,2,-1,-1
772,1011,38,65,0.571334,2,-1,-1
1623,394,28,48,0.534517,2,-1,-1
115,413,36,46,0.506592,2,-1,-1
339,333,33,50,0.500835,2,-1,-1
1309,322,17,39,0.375693,2,-1,-1
1416,384,30,46,0.348945,2,-1,-1
10,423,32,49,0.278329,2,-1,-1
1827,217,25,31,0.277904,2,-1,-1
609,216,17,33,0.255942,2,-1,-1
1606,414,32,46,0.252086,2,-1,-1
1432,384,18,42,0.241947,2,-1,-1
1790,739,39,62,0.298840,1,-1,-1
1176,245,22,34,0.200081,2,-1,-1
1593,596,30,51,0.184664,2,-1,-1
1167,245,18,30,0.173685,2,-1,-1
1639,420,19,31,0.161583,2,-1,-1
183,194,23,31,0.527282,1,-1,-1
1813,767,64,69,0.151520,2,-1,-1
583,796,37,72,0.323671,1,-1,-1
1620,412,29,42,0.127615,2,-1,-1
659,600,31,50,0.420641,1,-1,-1
611,218,17,38,0.469846,1,-1,-1
1169,222,16,37,0.277014,1,-1,-1
1616,599,32,53,0.105087,2,-1,-1
968,554,25,72,0.970260,1,-1,-1
711,518,33,66,0.960622,1,-1,-1
172,252,24,48,0.949734,1,-1,-1
1093,602,24,73,0.903640,1,-1,-1
249,258,19,41,0.869834,1,-1,-1
1345,703,40,67,0.832365,1,-1,-1
629,715,29,57,0.820852,1,-1,-1
1147,247,18,45,0.787494,1,-1,-1
1075,622,26,66,0.767318,1,-1,-1
1813,761,57,80,0.734915,1,-1,-1
1770,734,53,83,0.621875,1,-1,-1
1082,604,27,78,0.618813,1,-1,-1
672,867,42,65,0.238715,1,-1,-1
1008,331,19,41,0.232399,1,-1,-1
157,278,16,35,0.189196,1,-1,-1
792,224,16,33,0.166503,1,-1,-1
1175,220,17,41,0.137171,1,-1,-1
184,736,30,66,0.133902,1,-1,-1
1791,223,31,27,0.110923,1,-1,-1
