187,331,31,23,0.954742,10,-1,-1
573,271,26,23,0.950946,10,-1,-1
413,396,34,28,0.950201,10,-1,-1
233,334,38,26,0.928179,10,-1,-1
413,338,28,24,0.925870,10,-1,-1
313,342,33,25,0.918586,10,-1,-1
865,286,18,21,0.914892,10,-1,-1
39,218,29,18,0.892149,10,-1,-1
212,237,17,20,0.879280,10,-1,-1
237,252,24,20,0.854384,10,-1,-1
665,355,36,25,0.847733,10,-1,-1
610,351,31,23,0.813377,10,-1,-1
556,304,27,21,0.812384,10,-1,-1
309,204,25,16,0.781592,10,-1,-1
255,193,11,14,0.774612,10,-1,-1
357,225,14,14,0.734960,10,-1,-1
508,279,26,21,0.732250,10,-1,-1
369,192,16,15,0.722370,10,-1,-1
514,163,18,11,0.711207,10,-1,-1
140,169,11,14,0.703443,10,-1,-1
139,240,15,20,0.677846,10,-1,-1
271,209,10,15,0.669108,10,-1,-1
604,244,14,20,0.653467,10,-1,-1
463,187,11,12,0.649328,10,-1,-1
181,169,11,15,0.575478,10,-1,-1
383,211,12,14,0.614960,2,-1,-1
816,150,11,10,0.539033,10,-1,-1
195,163,15,12,0.509101,10,-1,-1
593,332,34,23,0.487217,10,-1,-1
187,239,13,23,0.478261,10,-1,-1
86,160,11,14,0.460952,10,-1,-1
381,217,15,11,0.452658,10,-1,-1
136,170,10,12,0.435493,10,-1,-1
931,256,15,21,0.428572,10,-1,-1
84,193,12,14,0.427861,10,-1,-1
490,149,16,9,0.427412,10,-1,-1
814,240,13,15,0.423957,10,-1,-1
348,232,15,21,0.394103,10,-1,-1
238,156,9,12,0.378412,10,-1,-1
393,200,16,19,0.365742,10,-1,-1
391,202,12,15,0.489280,2,-1,-1
351,234,9,16,0.653026,2,-1,-1
141,240,11,18,0.715213,2,-1,-1
489,148,8,10,0.353238,10,-1,-1
511,161,26,14,0.264468,7,-1,-1
173,163,11,15,0.345159,10,-1,-1
231,154,11,12,0.340192,10,-1,-1
396,202,11,15,0.267670,2,-1,-1
0,170,8,15,0.327816,10,-1,-1
173,166,18,18,0.322429,10,-1,-1
509,147,13,10,0.321384,10,-1,-1
120,161,10,12,0.307669,10,-1,-1
755,318,32,26,0.747001,7,-1,-1
45,201,14,15,0.383603,2,-1,-1
1,177,8,14,0.252895,10,-1,-1
294,154,12,11,0.252008,10,-1,-1
933,258,11,17,0.242872,2,-1,-1
132,216,11,18,0.235258,3,-1,-1
509,278,17,21,0.116997,2,-1,-1
189,240,10,18,0.678545,2,-1,-1
557,302,18,22,0.302934,2,-1,-1
